Date,State,Deceased,Migrated_Other,Hospitalized,Recovered
30/01/2020,Kerala,0.0,0.0,0.0,1.0
02/02/2020,Kerala,0.0,0.0,0.0,1.0
03/02/2020,Kerala,0.0,0.0,0.0,1.0
02/03/2020,Delhi,0.0,0.0,0.0,1.0
02/03/2020,Telangana,0.0,0.0,0.0,1.0
03/03/2020,Rajasthan,0.0,0.0,0.0,1.0
04/03/2020,Haryana,0.0,0.0,2.0,12.0
04/03/2020,Rajasthan,0.0,0.0,0.0,1.0
04/03/2020,Uttar Pradesh,0.0,0.0,3.0,4.0
05/03/2020,Delhi,0.0,0.0,1.0,0.0
05/03/2020,Uttar Pradesh,0.0,0.0,0.0,1.0
06/03/2020,Delhi,0.0,0.0,0.0,1.0
06/03/2020,Himachal Pradesh,0.0,0.0,0.0,0.0
07/03/2020,Ladakh,0.0,0.0,2.0,0.0
07/03/2020,Tamil Nadu,0.0,0.0,0.0,1.0
08/03/2020,Kerala,0.0,0.0,0.0,5.0
09/03/2020,Delhi,0.0,0.0,1.0,0.0
09/03/2020,Jammu and Kashmir,0.0,0.0,1.0,0.0
09/03/2020,Karnataka,0.0,0.0,0.0,1.0
09/03/2020,Kerala,0.0,0.0,0.0,1.0
09/03/2020,Maharashtra,0.0,0.0,0.0,2.0
09/03/2020,Punjab,0.0,0.0,1.0,0.0
09/03/2020,Uttar Pradesh,0.0,0.0,1.0,1.0
10/03/2020,Karnataka,0.0,0.0,0.0,3.0
10/03/2020,Kerala,0.0,0.0,1.0,7.0
10/03/2020,Maharashtra,0.0,0.0,3.0,0.0
10/03/2020,Rajasthan,0.0,0.0,0.0,1.0
11/03/2020,Delhi,0.0,0.0,1.0,0.0
11/03/2020,Ladakh,0.0,0.0,1.0,0.0
11/03/2020,Maharashtra,0.0,0.0,6.0,0.0
12/03/2020,Andhra Pradesh,0.0,0.0,0.0,1.0
12/03/2020,Delhi,1.0,0.0,0.0,0.0
12/03/2020,Karnataka,0.0,0.0,0.0,1.0
12/03/2020,Kerala,0.0,0.0,0.0,2.0
12/03/2020,Maharashtra,1.0,0.0,2.0,0.0
12/03/2020,Uttar Pradesh,0.0,0.0,2.0,0.0
13/03/2020,Delhi,0.0,0.0,1.0,0.0
13/03/2020,Jammu and Kashmir,0.0,0.0,1.0,0.0
13/03/2020,Karnataka,1.0,0.0,0.0,0.0
13/03/2020,Kerala,0.0,0.0,0.0,3.0
13/03/2020,Maharashtra,0.0,0.0,3.0,0.0
13/03/2020,Uttar Pradesh,0.0,0.0,1.0,0.0
14/03/2020,Himachal Pradesh,0.0,3.0,0.0,0.0
14/03/2020,Maharashtra,0.0,0.0,9.0,0.0
14/03/2020,Rajasthan,0.0,0.0,1.0,0.0
14/03/2020,Telangana,0.0,0.0,1.0,0.0
15/03/2020,Kerala,0.0,0.0,0.0,2.0
15/03/2020,Maharashtra,0.0,0.0,6.0,0.0
15/03/2020,Telangana,0.0,0.0,1.0,0.0
15/03/2020,Uttarakhand,0.0,0.0,1.0,0.0
16/03/2020,Jammu and Kashmir,0.0,0.0,1.0,0.0
16/03/2020,Karnataka,0.0,0.0,0.0,1.0
16/03/2020,Kerala,0.0,0.0,2.0,1.0
16/03/2020,Maharashtra,0.0,0.0,7.0,0.0
16/03/2020,Odisha,0.0,0.0,1.0,0.0
16/03/2020,Telangana,0.0,0.0,1.0,0.0
17/03/2020,Delhi,0.0,1.0,2.0,0.0
17/03/2020,Haryana,0.0,0.0,1.0,0.0
17/03/2020,Karnataka,0.0,0.0,0.0,4.0
17/03/2020,Ladakh,0.0,0.0,5.0,0.0
17/03/2020,Maharashtra,0.0,0.0,2.0,0.0
17/03/2020,Puducherry,0.0,0.0,1.0,0.0
17/03/2020,Telangana,0.0,0.0,1.0,0.0
17/03/2020,Uttar Pradesh,0.0,0.0,2.0,0.0
17/03/2020,West Bengal,0.0,0.0,0.0,1.0
18/03/2020,Delhi,0.0,0.0,1.0,0.0
18/03/2020,Haryana,0.0,0.0,2.0,0.0
18/03/2020,Jammu and Kashmir,0.0,0.0,1.0,0.0
18/03/2020,Karnataka,0.0,0.0,0.0,3.0
18/03/2020,Maharashtra,0.0,0.0,4.0,0.0
18/03/2020,Rajasthan,0.0,0.0,3.0,0.0
18/03/2020,Tamil Nadu,0.0,0.0,1.0,0.0
18/03/2020,Telangana,0.0,0.0,8.0,0.0
18/03/2020,Uttar Pradesh,0.0,0.0,2.0,0.0
19/03/2020,Andhra Pradesh,0.0,0.0,1.0,1.0
19/03/2020,Chandigarh,0.0,0.0,1.0,0.0
19/03/2020,Chhattisgarh,0.0,0.0,0.0,1.0
19/03/2020,Delhi,0.0,0.0,3.0,0.0
19/03/2020,Gujarat,0.0,0.0,2.0,0.0
19/03/2020,Karnataka,0.0,0.0,0.0,1.0
19/03/2020,Kerala,0.0,0.0,1.0,0.0
19/03/2020,Maharashtra,0.0,0.0,3.0,0.0
19/03/2020,Odisha,0.0,0.0,1.0,0.0
19/03/2020,Punjab,1.0,0.0,0.0,0.0
19/03/2020,Rajasthan,0.0,0.0,2.0,0.0
19/03/2020,Tamil Nadu,0.0,0.0,0.0,1.0
19/03/2020,Telangana,0.0,0.0,3.0,0.0
19/03/2020,Uttar Pradesh,0.0,0.0,3.0,0.0
19/03/2020,Uttarakhand,0.0,0.0,1.0,1.0
20/03/2020,Chandigarh,0.0,0.0,4.0,0.0
20/03/2020,Delhi,0.0,0.0,6.0,0.0
20/03/2020,Gujarat,0.0,0.0,4.0,1.0
20/03/2020,Haryana,0.0,0.0,2.0,0.0
20/03/2020,Himachal Pradesh,0.0,0.0,1.0,1.0
20/03/2020,Kerala,0.0,0.0,8.0,4.0
20/03/2020,Ladakh,0.0,0.0,2.0,0.0
20/03/2020,Madhya Pradesh,0.0,0.0,4.0,0.0
20/03/2020,Maharashtra,0.0,0.0,4.0,0.0
20/03/2020,Punjab,0.0,0.0,1.0,0.0
20/03/2020,Rajasthan,0.0,0.0,8.0,0.0
20/03/2020,Telangana,0.0,0.0,3.0,0.0
20/03/2020,Uttar Pradesh,0.0,0.0,4.0,0.0
20/03/2020,West Bengal,0.0,0.0,1.0,0.0
21/03/2020,Andhra Pradesh,0.0,0.0,2.0,0.0
21/03/2020,Delhi,0.0,0.0,7.0,0.0
21/03/2020,Gujarat,1.0,0.0,6.0,0.0
21/03/2020,Haryana,0.0,0.0,2.0,0.0
21/03/2020,Karnataka,0.0,0.0,2.0,3.0
21/03/2020,Kerala,0.0,0.0,8.0,4.0
21/03/2020,Ladakh,0.0,0.0,3.0,0.0
21/03/2020,Maharashtra,1.0,0.0,11.0,0.0
21/03/2020,Punjab,0.0,0.0,10.0,0.0
21/03/2020,Rajasthan,0.0,0.0,7.0,0.0
21/03/2020,Tamil Nadu,0.0,0.0,3.0,0.0
21/03/2020,Telangana,0.0,0.0,2.0,0.0
21/03/2020,Uttar Pradesh,0.0,0.0,4.0,0.0
21/03/2020,West Bengal,1.0,0.0,0.0,1.0
22/03/2020,Andhra Pradesh,0.0,0.0,1.0,0.0
22/03/2020,Bihar,1.0,0.0,1.0,0.0
22/03/2020,Chandigarh,0.0,0.0,1.0,0.0
22/03/2020,Delhi,0.0,0.0,1.0,0.0
22/03/2020,Gujarat,0.0,0.0,4.0,0.0
22/03/2020,Karnataka,0.0,0.0,0.0,6.0
22/03/2020,Kerala,1.0,0.0,13.0,1.0
22/03/2020,Madhya Pradesh,0.0,0.0,2.0,0.0
22/03/2020,Maharashtra,0.0,0.0,10.0,0.0
22/03/2020,Punjab,0.0,0.0,8.0,0.0
22/03/2020,Rajasthan,0.0,0.0,5.0,0.0
22/03/2020,Tamil Nadu,0.0,0.0,3.0,0.0
22/03/2020,Telangana,0.0,0.0,6.0,0.0
22/03/2020,Uttar Pradesh,0.0,0.0,2.0,0.0
22/03/2020,West Bengal,0.0,0.0,2.0,1.0
23/03/2020,Andhra Pradesh,0.0,0.0,1.0,0.0
23/03/2020,Bihar,0.0,0.0,1.0,0.0
23/03/2020,Chandigarh,0.0,0.0,1.0,0.0
23/03/2020,Delhi,0.0,0.0,2.0,0.0
23/03/2020,Gujarat,1.0,0.0,11.0,0.0
23/03/2020,Haryana,0.0,0.0,7.0,0.0
23/03/2020,Himachal Pradesh,1.0,0.0,0.0,0.0
23/03/2020,Karnataka,0.0,0.0,2.0,5.0
23/03/2020,Kerala,0.0,0.0,25.0,3.0
23/03/2020,Maharashtra,0.0,0.0,15.0,0.0
23/03/2020,Punjab,0.0,0.0,2.0,0.0
23/03/2020,Rajasthan,0.0,0.0,3.0,0.0
23/03/2020,Tamil Nadu,1.0,0.0,2.0,0.0
23/03/2020,Telangana,0.0,0.0,6.0,0.0
23/03/2020,Uttar Pradesh,0.0,0.0,3.0,1.0
23/03/2020,Uttarakhand,0.0,0.0,1.0,0.0
24/03/2020,Andhra Pradesh,0.0,0.0,1.0,0.0
24/03/2020,Gujarat,0.0,0.0,6.0,0.0
24/03/2020,Haryana,0.0,0.0,2.0,0.0
24/03/2020,Jammu and Kashmir,1.0,0.0,1.0,0.0
24/03/2020,Karnataka,0.0,0.0,1.0,7.0
24/03/2020,Kerala,0.0,0.0,13.0,1.0
24/03/2020,Madhya Pradesh,0.0,0.0,1.0,0.0
24/03/2020,Maharashtra,0.0,0.0,17.0,1.0
24/03/2020,Manipur,0.0,0.0,0.0,1.0
24/03/2020,Punjab,0.0,0.0,6.0,0.0
24/03/2020,Tamil Nadu,0.0,0.0,6.0,0.0
24/03/2020,Telangana,0.0,0.0,6.0,0.0
24/03/2020,Uttar Pradesh,0.0,0.0,1.0,0.0
24/03/2020,West Bengal,0.0,0.0,2.0,0.0
25/03/2020,Andhra Pradesh,0.0,0.0,2.0,0.0
25/03/2020,Bihar,0.0,0.0,1.0,0.0
25/03/2020,Chhattisgarh,0.0,0.0,0.0,2.0
25/03/2020,Delhi,0.0,0.0,5.0,0.0
25/03/2020,Goa,0.0,0.0,3.0,0.0
25/03/2020,Gujarat,0.0,0.0,2.0,0.0
25/03/2020,Haryana,0.0,0.0,1.0,0.0
25/03/2020,Jammu and Kashmir,0.0,0.0,5.0,0.0
25/03/2020,Karnataka,0.0,0.0,4.0,6.0
25/03/2020,Kerala,0.0,0.0,8.0,1.0
25/03/2020,Madhya Pradesh,1.0,0.0,7.0,0.0
25/03/2020,Maharashtra,0.0,0.0,15.0,0.0
25/03/2020,Mizoram,0.0,0.0,1.0,0.0
25/03/2020,Punjab,0.0,0.0,2.0,0.0
25/03/2020,Rajasthan,0.0,0.0,6.0,0.0
25/03/2020,Tamil Nadu,0.0,0.0,8.0,0.0
25/03/2020,Telangana,0.0,0.0,2.0,0.0
25/03/2020,Uttar Pradesh,0.0,0.0,2.0,1.0
25/03/2020,Uttarakhand,0.0,0.0,1.0,0.0
26/03/2020,Andaman and Nicobar Islands,0.0,0.0,0.0,1.0
26/03/2020,Andhra Pradesh,0.0,0.0,1.0,0.0
26/03/2020,Bihar,0.0,0.0,3.0,0.0
26/03/2020,Chhattisgarh,0.0,0.0,0.0,3.0
26/03/2020,Delhi,0.0,0.0,4.0,0.0
26/03/2020,Gujarat,0.0,0.0,6.0,0.0
26/03/2020,Haryana,0.0,0.0,1.0,0.0
26/03/2020,Jammu and Kashmir,0.0,0.0,3.0,0.0
26/03/2020,Karnataka,1.0,0.0,2.0,1.0
26/03/2020,Kerala,0.0,0.0,11.0,8.0
26/03/2020,Madhya Pradesh,0.0,0.0,5.0,0.0
26/03/2020,Maharashtra,0.0,0.0,3.0,0.0
26/03/2020,Odisha,0.0,0.0,1.0,0.0
26/03/2020,Punjab,0.0,0.0,2.0,0.0
26/03/2020,Rajasthan,1.0,0.0,4.0,0.0
26/03/2020,Tamil Nadu,0.0,0.0,3.0,0.0
26/03/2020,Telangana,0.0,0.0,4.0,0.0
26/03/2020,Uttar Pradesh,0.0,0.0,4.0,0.0
26/03/2020,West Bengal,0.0,0.0,1.0,0.0
27/03/2020,Andaman and Nicobar Islands,0.0,0.0,0.0,5.0
27/03/2020,Andhra Pradesh,0.0,0.0,2.0,0.0
27/03/2020,Bihar,0.0,0.0,2.0,0.0
27/03/2020,Chandigarh,0.0,0.0,1.0,0.0
27/03/2020,Delhi,0.0,0.0,1.0,0.0
27/03/2020,Gujarat,0.0,0.0,3.0,0.0
27/03/2020,Haryana,0.0,0.0,1.0,0.0
27/03/2020,Jammu and Kashmir,0.0,0.0,6.0,0.0
27/03/2020,Karnataka,1.0,0.0,4.0,4.0
27/03/2020,Kerala,0.0,0.0,37.0,2.0
27/03/2020,Madhya Pradesh,1.0,0.0,8.0,0.0
27/03/2020,Maharashtra,0.0,0.0,28.0,0.0
27/03/2020,Punjab,0.0,0.0,5.0,0.0
27/03/2020,Rajasthan,0.0,0.0,7.0,0.0
27/03/2020,Tamil Nadu,0.0,0.0,9.0,0.0
27/03/2020,Telangana,0.0,0.0,14.0,0.0
27/03/2020,Uttar Pradesh,0.0,0.0,7.0,0.0
27/03/2020,West Bengal,0.0,0.0,5.0,0.0
28/03/2020,Andaman and Nicobar Islands,0.0,0.0,0.0,3.0
28/03/2020,Andhra Pradesh,0.0,0.0,6.0,0.0
28/03/2020,Bihar,0.0,0.0,2.0,0.0
28/03/2020,Chhattisgarh,0.0,0.0,0.0,1.0
28/03/2020,Delhi,0.0,0.0,9.0,0.0
28/03/2020,Gujarat,0.0,0.0,8.0,0.0
28/03/2020,Haryana,0.0,0.0,2.0,0.0
28/03/2020,Jammu and Kashmir,0.0,0.0,13.0,0.0
28/03/2020,Karnataka,0.0,0.0,5.0,7.0
28/03/2020,Kerala,0.0,0.0,6.0,0.0
28/03/2020,Madhya Pradesh,0.0,0.0,10.0,0.0
28/03/2020,Maharashtra,0.0,0.0,28.0,0.0
28/03/2020,Rajasthan,0.0,0.0,4.0,0.0
28/03/2020,Tamil Nadu,0.0,0.0,4.0,0.0
28/03/2020,Telangana,1.0,0.0,7.0,0.0
28/03/2020,Uttar Pradesh,0.0,0.0,16.0,0.0
28/03/2020,Uttarakhand,0.0,0.0,1.0,0.0
28/03/2020,West Bengal,1.0,0.0,2.0,0.0
29/03/2020,Andhra Pradesh,0.0,0.0,2.0,0.0
29/03/2020,Bihar,0.0,0.0,4.0,0.0
29/03/2020,Delhi,0.0,0.0,23.0,0.0
29/03/2020,Goa,0.0,0.0,2.0,0.0
29/03/2020,Gujarat,0.0,0.0,8.0,0.0
29/03/2020,Jammu and Kashmir,0.0,0.0,5.0,0.0
29/03/2020,Karnataka,0.0,0.0,4.0,3.0
29/03/2020,Kerala,1.0,0.0,13.0,6.0
29/03/2020,Maharashtra,0.0,0.0,22.0,0.0
29/03/2020,Rajasthan,0.0,0.0,5.0,0.0
29/03/2020,Tamil Nadu,0.0,0.0,4.0,4.0
29/03/2020,Telangana,0.0,0.0,3.0,0.0
29/03/2020,Uttar Pradesh,0.0,0.0,7.0,0.0
29/03/2020,Uttarakhand,0.0,0.0,1.0,0.0
29/03/2020,West Bengal,0.0,0.0,3.0,0.0
30/03/2020,Andaman and Nicobar Islands,0.0,0.0,0.0,1.0
30/03/2020,Andhra Pradesh,0.0,0.0,2.0,0.0
30/03/2020,Chandigarh,0.0,0.0,5.0,0.0
30/03/2020,Chhattisgarh,0.0,0.0,1.0,0.0
30/03/2020,Delhi,0.0,0.0,25.0,0.0
30/03/2020,Gujarat,1.0,0.0,6.0,0.0
30/03/2020,Haryana,0.0,0.0,1.0,0.0
30/03/2020,Jammu and Kashmir,0.0,0.0,11.0,0.0
30/03/2020,Karnataka,0.0,0.0,2.0,3.0
30/03/2020,Kerala,0.0,0.0,28.0,4.0
30/03/2020,Madhya Pradesh,0.0,0.0,8.0,0.0
30/03/2020,Maharashtra,0.0,0.0,17.0,0.0
30/03/2020,Punjab,0.0,0.0,3.0,0.0
30/03/2020,Rajasthan,0.0,0.0,20.0,0.0
30/03/2020,Tamil Nadu,0.0,0.0,17.0,0.0
30/03/2020,Telangana,0.0,0.0,7.0,0.0
30/03/2020,Uttar Pradesh,0.0,0.0,24.0,0.0
30/03/2020,West Bengal,0.0,0.0,1.0,0.0
31/03/2020,Andhra Pradesh,0.0,0.0,21.0,0.0
31/03/2020,Assam,0.0,0.0,1.0,0.0
31/03/2020,Bihar,0.0,0.0,6.0,0.0
31/03/2020,Chandigarh,0.0,0.0,2.0,0.0
31/03/2020,Chhattisgarh,0.0,0.0,0.0,1.0
31/03/2020,Delhi,0.0,0.0,23.0,0.0
31/03/2020,Gujarat,0.0,0.0,4.0,0.0
31/03/2020,Haryana,0.0,0.0,7.0,0.0
31/03/2020,Jammu and Kashmir,0.0,0.0,6.0,0.0
31/03/2020,Jharkhand,0.0,0.0,1.0,0.0
31/03/2020,Karnataka,0.0,0.0,12.0,1.0
31/03/2020,Kerala,0.0,0.0,7.0,0.0
31/03/2020,Madhya Pradesh,0.0,0.0,19.0,0.0
31/03/2020,Maharashtra,0.0,0.0,82.0,0.0
31/03/2020,Odisha,0.0,0.0,1.0,0.0
31/03/2020,Punjab,0.0,0.0,1.0,0.0
31/03/2020,Rajasthan,0.0,0.0,14.0,0.0
31/03/2020,Tamil Nadu,0.0,0.0,57.0,0.0
31/03/2020,Telangana,0.0,0.0,20.0,0.0
31/03/2020,Uttar Pradesh,0.0,0.0,8.0,0.0
31/03/2020,West Bengal,1.0,0.0,14.0,0.0
01/04/2020,Andhra Pradesh,0.0,0.0,67.0,0.0
01/04/2020,Assam,0.0,0.0,15.0,0.0
01/04/2020,Bihar,0.0,0.0,3.0,0.0
01/04/2020,Chandigarh,0.0,0.0,2.0,0.0
01/04/2020,Delhi,0.0,0.0,32.0,0.0
01/04/2020,Gujarat,0.0,0.0,13.0,0.0
01/04/2020,Jammu and Kashmir,0.0,0.0,7.0,0.0
01/04/2020,Karnataka,0.0,0.0,8.0,1.0
01/04/2020,Kerala,0.0,0.0,24.0,0.0
01/04/2020,Madhya Pradesh,0.0,0.0,32.0,0.0
01/04/2020,Maharashtra,0.0,0.0,33.0,0.0
01/04/2020,Odisha,0.0,0.0,1.0,0.0
01/04/2020,Puducherry,0.0,0.0,2.0,0.0
01/04/2020,Punjab,0.0,0.0,4.0,0.0
01/04/2020,Rajasthan,0.0,0.0,27.0,0.0
01/04/2020,Tamil Nadu,0.0,0.0,110.0,0.0
01/04/2020,Telangana,0.0,0.0,30.0,0.0
01/04/2020,Uttar Pradesh,0.0,0.0,13.0,0.0
02/04/2020,Andhra Pradesh,0.0,0.0,38.0,0.0
02/04/2020,Arunachal Pradesh,0.0,0.0,1.0,0.0
02/04/2020,Bihar,0.0,0.0,5.0,0.0
02/04/2020,Chandigarh,0.0,0.0,1.0,0.0
02/04/2020,Delhi,0.0,0.0,141.0,0.0
02/04/2020,Gujarat,0.0,0.0,1.0,0.0
02/04/2020,Haryana,0.0,0.0,6.0,0.0
02/04/2020,Himachal Pradesh,0.0,0.0,3.0,0.0
02/04/2020,Jammu and Kashmir,0.0,0.0,8.0,0.0
02/04/2020,Jharkhand,0.0,0.0,1.0,0.0
02/04/2020,Karnataka,0.0,0.0,14.0,0.0
02/04/2020,Kerala,0.0,0.0,21.0,0.0
02/04/2020,Madhya Pradesh,0.0,0.0,9.0,0.0
02/04/2020,Maharashtra,1.0,0.0,87.0,0.0
02/04/2020,Manipur,0.0,0.0,1.0,0.0
02/04/2020,Puducherry,0.0,0.0,2.0,0.0
02/04/2020,Punjab,0.0,0.0,1.0,0.0
02/04/2020,Rajasthan,0.0,0.0,13.0,0.0
02/04/2020,Tamil Nadu,0.0,0.0,75.0,0.0
02/04/2020,Telangana,0.0,0.0,27.0,0.0
02/04/2020,Uttar Pradesh,0.0,0.0,11.0,0.0
02/04/2020,Uttarakhand,0.0,0.0,3.0,0.0
02/04/2020,West Bengal,0.0,0.0,16.0,0.0
03/04/2020,Andhra Pradesh,0.0,0.0,15.0,0.0
03/04/2020,Assam,0.0,0.0,7.0,0.0
03/04/2020,Bihar,0.0,0.0,2.0,0.0
03/04/2020,Delhi,0.0,0.0,93.0,0.0
03/04/2020,Goa,0.0,0.0,1.0,0.0
03/04/2020,Gujarat,0.0,0.0,7.0,0.0
03/04/2020,Haryana,0.0,0.0,9.0,0.0
03/04/2020,Jammu and Kashmir,0.0,0.0,5.0,0.0
03/04/2020,Karnataka,1.0,0.0,3.0,0.0
03/04/2020,Kerala,0.0,0.0,9.0,0.0
03/04/2020,Ladakh,0.0,0.0,1.0,0.0
03/04/2020,Madhya Pradesh,0.0,0.0,47.0,0.0
03/04/2020,Maharashtra,3.0,0.0,61.0,0.0
03/04/2020,Odisha,0.0,0.0,15.0,0.0
03/04/2020,Punjab,0.0,0.0,6.0,0.0
03/04/2020,Rajasthan,0.0,0.0,46.0,0.0
03/04/2020,Tamil Nadu,0.0,0.0,102.0,0.0
03/04/2020,Telangana,0.0,0.0,75.0,0.0
03/04/2020,Uttar Pradesh,0.0,0.0,46.0,0.0
03/04/2020,Uttarakhand,0.0,0.0,6.0,0.0
04/04/2020,Andhra Pradesh,0.0,0.0,28.0,0.0
04/04/2020,Assam,0.0,0.0,3.0,0.0
04/04/2020,Bihar,0.0,0.0,1.0,0.0
04/04/2020,Chhattisgarh,0.0,0.0,1.0,0.0
04/04/2020,Delhi,0.0,0.0,59.0,0.0
04/04/2020,Goa,0.0,0.0,1.0,0.0
04/04/2020,Gujarat,0.0,0.0,13.0,0.0
04/04/2020,Haryana,0.0,0.0,26.0,0.0
04/04/2020,Himachal Pradesh,0.0,0.0,7.0,0.0
04/04/2020,Jammu and Kashmir,0.0,0.0,17.0,0.0
04/04/2020,Karnataka,0.0,0.0,16.0,0.0
04/04/2020,Kerala,0.0,0.0,11.0,0.0
04/04/2020,Madhya Pradesh,0.0,0.0,25.0,0.0
04/04/2020,Maharashtra,2.0,0.0,146.0,0.0
04/04/2020,Odisha,0.0,0.0,1.0,0.0
04/04/2020,Punjab,1.0,0.0,11.0,0.0
04/04/2020,Rajasthan,0.0,0.0,27.0,0.0
04/04/2020,Tamil Nadu,0.0,0.0,74.0,0.0
04/04/2020,Telangana,0.0,0.0,43.0,0.0
04/04/2020,Uttar Pradesh,0.0,0.0,60.0,0.0
04/04/2020,Uttarakhand,0.0,0.0,6.0,0.0
05/04/2020,Andhra Pradesh,0.0,0.0,64.0,0.0
05/04/2020,Delhi,0.0,0.0,58.0,0.0
05/04/2020,Gujarat,1.0,0.0,19.0,0.0
05/04/2020,Haryana,0.0,0.0,6.0,0.0
05/04/2020,Himachal Pradesh,0.0,0.0,1.0,0.0
05/04/2020,Jammu and Kashmir,0.0,0.0,14.0,0.0
05/04/2020,Jharkhand,0.0,0.0,1.0,0.0
05/04/2020,Karnataka,0.0,0.0,7.0,0.0
05/04/2020,Kerala,0.0,0.0,8.0,0.0
05/04/2020,Madhya Pradesh,0.0,0.0,14.0,0.0
05/04/2020,Maharashtra,1.0,0.0,111.0,0.0
05/04/2020,Odisha,0.0,0.0,18.0,0.0
05/04/2020,Punjab,0.0,0.0,3.0,0.0
05/04/2020,Rajasthan,0.0,0.0,60.0,0.0
05/04/2020,Tamil Nadu,0.0,0.0,86.0,0.0
05/04/2020,Telangana,0.0,0.0,62.0,0.0
05/04/2020,Uttar Pradesh,1.0,0.0,43.0,0.0
05/04/2020,Uttarakhand,0.0,0.0,4.0,0.0
05/04/2020,West Bengal,0.0,0.0,27.0,0.0
06/04/2020,Andhra Pradesh,0.0,0.0,47.0,0.0
06/04/2020,Delhi,0.0,0.0,22.0,0.0
06/04/2020,Gujarat,0.0,0.0,18.0,0.0
06/04/2020,Haryana,0.0,0.0,20.0,0.0
06/04/2020,Himachal Pradesh,0.0,0.0,4.0,0.0
06/04/2020,Jammu and Kashmir,0.0,0.0,3.0,0.0
06/04/2020,Jharkhand,0.0,0.0,1.0,0.0
06/04/2020,Karnataka,0.0,0.0,12.0,0.0
06/04/2020,Kerala,0.0,0.0,13.0,0.0
06/04/2020,Madhya Pradesh,0.0,0.0,63.0,0.0
06/04/2020,Maharashtra,0.0,0.0,121.0,0.0
06/04/2020,Odisha,0.0,0.0,1.0,0.0
06/04/2020,Punjab,0.0,0.0,11.0,0.0
06/04/2020,Rajasthan,0.0,0.0,35.0,0.0
06/04/2020,Tamil Nadu,0.0,0.0,50.0,0.0
06/04/2020,Telangana,0.0,0.0,30.0,0.0
06/04/2020,Tripura,0.0,0.0,1.0,0.0
06/04/2020,Uttar Pradesh,0.0,0.0,27.0,0.0
06/04/2020,Uttarakhand,0.0,0.0,5.0,0.0
07/04/2020,Andhra Pradesh,0.0,0.0,11.0,0.0
07/04/2020,Assam,0.0,0.0,2.0,0.0
07/04/2020,Bihar,0.0,0.0,6.0,0.0
07/04/2020,Delhi,0.0,0.0,51.0,0.0
07/04/2020,Gujarat,0.0,0.0,29.0,0.0
07/04/2020,Haryana,0.0,0.0,33.0,0.0
07/04/2020,Himachal Pradesh,0.0,0.0,9.0,0.0
07/04/2020,Jammu and Kashmir,0.0,0.0,16.0,0.0
07/04/2020,Karnataka,1.0,0.0,11.0,0.0
07/04/2020,Kerala,1.0,0.0,8.0,0.0
07/04/2020,Madhya Pradesh,0.0,0.0,34.0,0.0
07/04/2020,Maharashtra,0.0,0.0,150.0,0.0
07/04/2020,Odisha,1.0,0.0,1.0,0.0
07/04/2020,Punjab,0.0,0.0,20.0,0.0
07/04/2020,Rajasthan,0.0,0.0,42.0,0.0
07/04/2020,Tamil Nadu,0.0,0.0,69.0,0.0
07/04/2020,Telangana,0.0,0.0,40.0,0.0
07/04/2020,Uttar Pradesh,0.0,0.0,27.0,0.0
07/04/2020,West Bengal,0.0,0.0,11.0,0.0
08/04/2020,Andaman and Nicobar Islands,0.0,0.0,0.0,1.0
08/04/2020,Andhra Pradesh,0.0,0.0,34.0,0.0
08/04/2020,Bihar,0.0,0.0,1.0,0.0
08/04/2020,Delhi,0.0,0.0,93.0,0.0
08/04/2020,Gujarat,0.0,0.0,11.0,0.0
08/04/2020,Haryana,0.0,0.0,24.0,0.0
08/04/2020,Jammu and Kashmir,0.0,0.0,33.0,0.0
08/04/2020,Karnataka,1.0,0.0,5.0,0.0
08/04/2020,Kerala,0.0,0.0,9.0,0.0
08/04/2020,Madhya Pradesh,0.0,0.0,51.0,0.0
08/04/2020,Maharashtra,0.0,0.0,117.0,0.0
08/04/2020,Punjab,0.0,0.0,7.0,0.0
08/04/2020,Rajasthan,0.0,0.0,40.0,0.0
08/04/2020,Tamil Nadu,0.0,0.0,48.0,0.0
08/04/2020,Telangana,0.0,0.0,49.0,0.0
08/04/2020,Uttar Pradesh,0.0,0.0,29.0,0.0
08/04/2020,Uttarakhand,0.0,0.0,4.0,0.0
08/04/2020,West Bengal,0.0,0.0,8.0,0.0
09/04/2020,Andhra Pradesh,0.0,0.0,15.0,0.0
09/04/2020,Assam,0.0,0.0,1.0,0.0
09/04/2020,Bihar,0.0,0.0,19.0,0.0
09/04/2020,Chhattisgarh,0.0,0.0,8.0,0.0
09/04/2020,Delhi,0.0,0.0,51.0,0.0
09/04/2020,Gujarat,0.0,0.0,76.0,0.0
09/04/2020,Haryana,0.0,0.0,3.0,0.0
09/04/2020,Himachal Pradesh,0.0,0.0,1.0,0.0
09/04/2020,Jammu and Kashmir,0.0,0.0,26.0,0.0
09/04/2020,Jharkhand,0.0,0.0,9.0,0.0
09/04/2020,Karnataka,1.0,0.0,15.0,0.0
09/04/2020,Kerala,0.0,0.0,12.0,0.0
09/04/2020,Madhya Pradesh,0.0,0.0,70.0,0.0
09/04/2020,Maharashtra,0.0,0.0,229.0,0.0
09/04/2020,Odisha,0.0,0.0,6.0,0.0
09/04/2020,Punjab,0.0,0.0,24.0,0.0
09/04/2020,Rajasthan,0.0,0.0,80.0,0.0
09/04/2020,Tamil Nadu,0.0,0.0,96.0,0.0
